Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Jun 21, 2025 6:00 PM;Jun 21, 2025 7:00 PM;100.95;95.25;100.75;100.95;100.94;98.64;100.89;69.99;97.17;161.86;12.03;98.27;106.30;-;122.00;122.00;115.18
Jun 21, 2025 7:00 PM;Jun 21, 2025 8:00 PM;127.90;117.33;127.85;127.90;127.90;127.53;127.90;73.98;126.33;130.76;69.53;121.42;129.53;-;133.44;133.44;133.04
Jun 21, 2025 8:00 PM;Jun 21, 2025 9:00 PM;156.74;139.46;151.75;156.74;156.74;141.99;156.74;82.71;155.15;160.42;76.01;138.53;157.30;-;141.99;153.65;159.01
Jun 21, 2025 9:00 PM;Jun 21, 2025 10:00 PM;165.30;146.59;155.22;165.30;165.30;134.93;165.85;93.04;162.90;170.38;103.68;130.08;165.82;-;138.99;162.90;166.90
Jun 21, 2025 10:00 PM;Jun 21, 2025 11:00 PM;140.78;134.36;140.78;140.78;140.77;138.81;141.04;89.35;140.52;140.87;136.45;127.91;140.65;-;138.81;140.55;141.25
Jun 21, 2025 11:00 PM;Jun 22, 2025 12:00 AM;119.20;112.08;119.34;119.20;119.20;119.48;119.32;86.96;115.10;120.37;80.62;114.59;118.68;-;127.00;127.00;125.90
Jun 22, 2025 12:00 AM;Jun 22, 2025 1:00 AM;108.15;98.08;106.00;108.15;108.15;77.02;106.90;73.55;109.12;108.52;67.84;104.99;108.61;-;109.36;109.30;108.92
Jun 22, 2025 1:00 AM;Jun 22, 2025 2:00 AM;101.07;88.30;100.11;101.07;101.07;59.91;101.07;72.11;100.88;101.11;36.03;96.86;101.05;-;100.92;100.92;100.99
Jun 22, 2025 2:00 AM;Jun 22, 2025 3:00 AM;97.46;82.37;97.76;97.46;97.46;39.84;99.00;71.36;95.93;97.14;24.75;88.47;96.91;-;95.93;95.83;96.42
Jun 22, 2025 3:00 AM;Jun 22, 2025 4:00 AM;92.12;76.03;88.96;92.12;92.11;30.33;90.58;70.92;93.16;92.58;7.83;85.06;92.65;-;93.39;93.39;92.99
Jun 22, 2025 4:00 AM;Jun 22, 2025 5:00 AM;89.69;73.68;86.12;87.91;87.90;25.00;87.82;69.33;91.00;90.24;10.67;84.13;90.34;-;93.37;91.27;90.76
Jun 22, 2025 5:00 AM;Jun 22, 2025 6:00 AM;87.95;68.42;63.05;80.08;82.18;27.95;80.08;64.14;87.95;88.47;11.68;78.57;88.49;-;93.37;87.77;88.13
Jun 22, 2025 6:00 AM;Jun 22, 2025 7:00 AM;71.98;59.71;65.40;67.56;65.45;28.27;67.56;58.66;73.28;72.47;11.88;73.50;72.75;-;97.10;74.73;73.52
Jun 22, 2025 7:00 AM;Jun 22, 2025 8:00 AM;26.44;28.62;26.44;26.44;23.08;26.44;26.44;53.61;26.44;26.44;8.29;44.71;26.44;-;107.38;26.44;26.44
Jun 22, 2025 8:00 AM;Jun 22, 2025 9:00 AM;0.00;3.94;0.00;0.00;3.36;0.00;0.00;19.55;0.00;0.00;3.36;17.02;0.00;-;97.10;0.00;0.00
Jun 22, 2025 9:00 AM;Jun 22, 2025 10:00 AM;-0.09;0.34;-0.09;-0.09;-0.09;-0.09;-0.09;1.31;-0.09;-0.09;-0.09;3.24;-0.09;-;97.93;-0.09;-0.09
Jun 22, 2025 10:00 AM;Jun 22, 2025 11:00 AM;-11.11;-7.66;-11.11;-8.56;-3.60;-11.11;-11.11;0.81;-11.11;-11.11;-3.60;-2.68;-11.11;-;97.10;-11.11;-11.11
Jun 22, 2025 11:00 AM;Jun 22, 2025 12:00 PM;-38.56;-23.13;-30.22;-15.04;-6.71;-33.10;-18.72;-4.25;-36.58;-37.70;-6.62;-28.02;-37.50;-;92.87;-35.77;-39.06
Jun 22, 2025 12:00 PM;Jun 22, 2025 1:00 PM;-67.41;-35.58;-42.85;-6.00;-6.12;-51.14;-6.00;-0.03;-64.09;-64.26;-6.10;-80.65;-64.11;-;90.00;-51.14;-65.28
Jun 22, 2025 1:00 PM;Jun 22, 2025 2:00 PM;-99.01;-49.62;-67.12;-6.05;-6.05;-78.05;-6.05;-0.04;-87.51;-91.69;-6.00;-105.39;-91.87;-;70.03;-78.05;-89.39
Jun 22, 2025 2:00 PM;Jun 22, 2025 3:00 PM;-81.00;-42.61;-55.28;-9.73;-9.85;-64.35;-9.73;-0.07;-71.98;-73.84;-9.78;-88.97;-75.14;-;60.00;-64.35;-76.90
Jun 22, 2025 3:00 PM;Jun 22, 2025 4:00 PM;-40.09;-20.66;-28.97;-6.78;-6.66;-32.80;-6.78;3.41;-35.05;-35.73;-6.65;-34.32;-36.95;-;92.89;-29.03;-40.00
Jun 22, 2025 4:00 PM;Jun 22, 2025 5:00 PM;-7.68;-2.27;-7.57;-7.56;-1.45;-7.49;-7.56;28.26;-5.37;-5.20;-1.45;-3.47;-6.08;-;95.07;-0.39;-3.09
Jun 22, 2025 5:00 PM;Jun 22, 2025 6:00 PM;-0.01;8.69;-0.09;-0.01;7.95;0.00;-0.10;51.95;6.73;10.61;7.40;3.21;7.89;-;97.10;28.83;20.66
Jun 22, 2025 6:00 PM;Jun 22, 2025 7:00 PM;69.75;63.81;54.08;54.29;40.21;27.56;59.38;58.80;90.05;94.41;39.97;75.41;107.72;-;121.00;93.22;95.56
Jun 22, 2025 7:00 PM;Jun 22, 2025 8:00 PM;109.33;94.77;98.19;91.24;91.24;71.14;102.80;67.02;110.06;131.34;62.54;97.63;119.23;-;132.54;132.54;126.56
Jun 22, 2025 8:00 PM;Jun 22, 2025 9:00 PM;123.90;114.49;120.99;108.57;108.57;114.12;121.77;72.25;133.19;156.50;66.71;119.57;137.20;-;140.00;140.00;143.56
Jun 22, 2025 9:00 PM;Jun 22, 2025 10:00 PM;134.33;118.61;122.27;125.34;125.34;115.32;131.98;74.56;134.56;144.55;67.21;126.46;137.11;-;135.40;135.40;138.22
Jun 22, 2025 10:00 PM;Jun 22, 2025 11:00 PM;126.32;107.63;120.00;124.25;124.24;112.43;124.25;75.33;125.38;126.51;8.94;116.18;126.42;-;127.45;127.45;126.54
Jun 22, 2025 11:00 PM;Jun 23, 2025 12:00 AM;101.63;90.59;101.63;101.63;101.62;101.63;101.63;72.30;101.63;101.63;6.82;104.30;101.63;-;120.00;101.63;101.63
Jun 23, 2025 12:00 AM;Jun 23, 2025 1:00 AM;70.30;62.17;62.25;53.50;55.90;41.21;66.02;63.65;80.08;89.84;6.00;76.60;88.81;-;117.28;85.86;85.86
Jun 23, 2025 1:00 AM;Jun 23, 2025 2:00 AM;63.80;53.92;52.76;47.10;47.09;23.60;58.02;58.94;65.32;71.45;3.57;73.08;92.21;-;114.50;95.36;80.14
Jun 23, 2025 2:00 AM;Jun 23, 2025 3:00 AM;63.79;48.19;50.32;37.35;37.34;15.66;56.77;55.36;63.79;66.89;3.29;73.78;69.54;-;104.09;83.57;72.04
Jun 23, 2025 3:00 AM;Jun 23, 2025 4:00 AM;64.51;47.00;49.73;37.96;37.96;12.29;56.81;50.62;64.51;66.82;0.36;73.07;66.90;-;110.21;83.24;72.28
Jun 23, 2025 4:00 AM;Jun 23, 2025 5:00 AM;72.50;49.74;55.43;43.58;43.58;12.20;63.60;27.60;72.50;76.35;0.00;72.51;79.78;-;114.21;97.60;83.00
Jun 23, 2025 5:00 AM;Jun 23, 2025 6:00 AM;84.92;55.20;64.03;43.96;43.96;12.51;73.78;20.72;84.92;89.94;1.79;76.95;94.61;-;117.50;117.50;101.34
Jun 23, 2025 6:00 AM;Jun 23, 2025 7:00 AM;89.12;75.29;73.24;62.69;62.69;19.63;80.74;46.59;98.49;113.30;47.07;93.26;130.46;-;131.29;131.29;114.62
Jun 23, 2025 7:00 AM;Jun 23, 2025 8:00 AM;92.24;70.52;76.32;49.59;49.59;26.00;83.63;50.60;96.00;98.14;49.64;86.81;109.44;-;144.00;115.16;106.33
Jun 23, 2025 8:00 AM;Jun 23, 2025 9:00 AM;78.96;66.89;69.13;60.40;60.40;38.41;73.20;50.16;83.57;83.16;49.67;75.85;91.87;-;168.35;91.40;87.96
Jun 23, 2025 9:00 AM;Jun 23, 2025 10:00 AM;18.64;32.35;18.64;18.64;13.69;14.96;18.64;27.84;25.12;92.88;13.52;60.49;51.48;-;153.37;40.46;34.41
Jun 23, 2025 10:00 AM;Jun 23, 2025 11:00 AM;-0.01;13.15;1.16;-0.01;5.15;0.02;0.51;44.70;5.49;8.81;4.74;36.01;38.02;-;133.00;28.51;18.34
Jun 23, 2025 11:00 AM;Jun 23, 2025 12:00 PM;-6.11;8.73;-2.70;-3.67;2.19;-0.01;-4.48;2.68;-0.07;5.90;2.19;44.01;50.01;-;132.87;45.21;19.56
Jun 23, 2025 12:00 PM;Jun 23, 2025 1:00 PM;-12.76;6.83;-6.68;-1.15;0.95;-1.98;-9.90;0.95;-2.93;10.42;0.95;0.15;84.30;-;132.87;76.62;34.80
Jun 23, 2025 1:00 PM;Jun 23, 2025 2:00 PM;-26.45;4.41;-15.86;-4.29;-0.76;-8.89;-20.35;-0.25;-15.00;4.43;-0.68;-0.09;110.22;-;133.00;75.45;40.00
Jun 23, 2025 2:00 PM;Jun 23, 2025 3:00 PM;-32.75;-0.02;-26.84;-3.41;0.32;-17.32;-30.00;0.32;-24.24;0.32;0.32;-0.09;100.41;-;135.00;91.04;37.62
Jun 23, 2025 3:00 PM;Jun 23, 2025 4:00 PM;-32.69;11.47;-25.72;-4.29;0.46;-9.53;-32.69;0.37;-13.91;9.50;0.46;58.69;142.84;-;133.86;126.47;60.96
Jun 23, 2025 4:00 PM;Jun 23, 2025 5:00 PM;-25.00;23.78;-19.10;-2.01;0.79;-0.06;-23.00;0.79;7.86;75.54;0.79;52.97;166.99;-;143.99;143.99;93.19
Jun 23, 2025 5:00 PM;Jun 23, 2025 6:00 PM;-13.11;31.75;-5.50;-4.99;1.31;0.00;-9.90;-0.05;52.09;98.39;1.33;77.62;139.00;-;139.00;139.00;139.00
Jun 23, 2025 6:00 PM;Jun 23, 2025 7:00 PM;-1.01;53.57;10.42;-1.01;3.00;20.98;3.79;3.00;90.91;114.97;3.00;90.20;250.00;-;153.37;191.04;210.15
Jun 23, 2025 7:00 PM;Jun 23, 2025 8:00 PM;20.00;67.81;42.92;20.00;8.46;47.44;55.07;43.91;107.14;124.48;8.01;92.12;196.34;-;163.01;191.01;191.01
Jun 23, 2025 8:00 PM;Jun 23, 2025 9:00 PM;83.50;85.73;93.39;19.91;50.82;94.98;100.00;52.17;120.02;113.67;50.85;94.59;152.60;-;159.43;159.43;168.85
Jun 23, 2025 9:00 PM;Jun 23, 2025 10:00 PM;90.00;84.92;100.30;42.49;48.30;100.15;111.00;59.75;108.16;95.58;48.18;95.19;125.00;-;153.37;148.74;155.90
Jun 23, 2025 10:00 PM;Jun 23, 2025 11:00 PM;97.78;79.62;109.67;48.86;11.04;106.50;127.00;59.63;103.96;97.15;10.36;98.50;103.11;-;133.00;119.18;134.66
Jun 23, 2025 11:00 PM;Jun 24, 2025 12:00 AM;89.53;69.95;95.70;46.39;5.08;94.55;103.87;59.17;96.00;88.14;4.46;91.74;84.39;-;132.87;107.85;135.22
Jun 24, 2025 12:00 AM;Jun 24, 2025 1:00 AM;77.08;60.34;80.60;3.11;4.16;81.34;82.84;58.58;90.93;77.86;3.15;77.55;103.63;-;132.22;98.54;104.08
Jun 24, 2025 1:00 AM;Jun 24, 2025 2:00 AM;66.79;55.22;69.12;4.26;4.15;66.17;71.67;54.12;88.10;69.40;1.91;76.11;102.38;-;123.54;95.07;104.05
Jun 24, 2025 2:00 AM;Jun 24, 2025 3:00 AM;63.79;51.54;65.08;4.22;4.15;63.79;65.08;37.88;83.60;67.72;0.89;74.81;99.68;-;120.15;92.34;99.68
Jun 24, 2025 3:00 AM;Jun 24, 2025 4:00 AM;58.12;49.02;59.61;4.24;4.14;45.14;70.00;42.53;79.45;63.52;0.22;74.80;95.61;-;119.77;91.26;95.61
Jun 24, 2025 4:00 AM;Jun 24, 2025 5:00 AM;66.52;46.64;62.17;6.69;4.13;46.62;66.52;26.80;79.43;66.09;-0.02;75.10;79.55;-;119.77;84.28;89.88
Jun 24, 2025 5:00 AM;Jun 24, 2025 6:00 AM;69.75;55.96;71.30;4.47;4.14;71.30;70.43;47.48;83.42;75.17;2.85;76.60;108.35;-;119.77;109.58;105.79
Jun 24, 2025 6:00 AM;Jun 24, 2025 7:00 AM;88.15;66.57;100.00;5.91;4.45;84.53;93.47;49.91;88.16;96.43;4.41;79.58;125.43;-;123.54;123.54;107.32
Jun 24, 2025 7:00 AM;Jun 24, 2025 8:00 AM;88.02;72.35;89.90;40.13;44.48;90.09;89.90;51.97;88.02;96.42;7.82;78.89;118.18;-;132.22;121.66;107.71
Jun 24, 2025 8:00 AM;Jun 24, 2025 9:00 AM;41.27;58.49;86.86;40.48;16.74;73.55;86.86;49.96;70.05;17.54;15.60;74.11;111.65;-;133.88;93.87;90.51
Jun 24, 2025 9:00 AM;Jun 24, 2025 10:00 AM;-0.01;30.27;36.03;-0.01;2.23;37.04;59.20;36.16;14.42;-0.82;2.23;25.79;120.75;-;132.22;60.86;60.01
Jun 24, 2025 10:00 AM;Jun 24, 2025 11:00 AM;-4.01;7.80;-0.28;-0.01;0.02;1.34;0.00;30.13;6.57;0.10;0.03;1.01;46.91;-;130.00;31.36;25.07
Jun 24, 2025 11:00 AM;Jun 24, 2025 12:00 PM;-12.41;6.16;-2.63;-0.39;-0.32;0.00;-0.40;20.00;-2.00;0.02;-0.29;-1.61;55.34;-;123.07;23.20;20.31
Jun 24, 2025 12:00 PM;Jun 24, 2025 1:00 PM;-20.09;7.60;-4.81;-1.97;-1.89;-0.01;-2.00;27.48;-8.04;0.12;-1.88;2.43;74.14;-;122.71;17.00;20.27
Jun 24, 2025 1:00 PM;Jun 24, 2025 2:00 PM;-22.75;4.75;-5.75;-2.68;-2.54;-0.01;-2.68;3.90;-13.48;0.12;-1.99;1.00;76.35;-;121.21;15.69;18.77
Jun 24, 2025 2:00 PM;Jun 24, 2025 3:00 PM;-19.27;6.11;-4.86;-2.02;-1.84;-0.03;-2.02;12.95;-3.39;1.18;-1.71;0.76;68.17;-;123.67;17.79;18.41
Jun 24, 2025 3:00 PM;Jun 24, 2025 4:00 PM;-7.56;5.69;-2.58;-1.95;-1.46;-0.01;-2.00;20.16;0.01;0.03;-1.32;-2.63;54.37;-;129.14;58.63;34.18
Jun 24, 2025 4:00 PM;Jun 24, 2025 5:00 PM;-3.06;18.14;2.90;-0.44;3.33;7.50;-0.39;51.25;15.61;8.44;2.84;8.50;100.00;-;125.00;91.93;62.99
Jun 24, 2025 5:00 PM;Jun 24, 2025 6:00 PM;2.09;32.94;11.77;2.09;3.75;20.06;6.72;36.35;52.01;43.74;3.75;61.06;120.99;-;132.22;132.22;108.13
Jun 24, 2025 6:00 PM;Jun 24, 2025 7:00 PM;61.77;70.18;67.25;61.77;30.17;71.95;64.39;58.78;92.93;100.85;12.24;76.61;135.00;-;145.00;145.00;147.30
Jun 24, 2025 7:00 PM;Jun 24, 2025 8:00 PM;97.25;91.84;101.08;75.29;75.28;104.61;99.11;63.89;104.03;165.77;15.73;103.46;101.96;-;155.59;179.63;177.20
Jun 24, 2025 8:00 PM;Jun 24, 2025 9:00 PM;123.90;107.81;124.79;90.05;90.03;125.40;124.85;67.74;120.01;152.02;21.05;131.58;138.44;-;157.96;184.95;165.95
Jun 24, 2025 9:00 PM;Jun 24, 2025 10:00 PM;122.49;100.75;124.10;92.67;90.35;125.49;123.49;68.56;102.30;127.15;6.02;127.93;120.24;-;161.00;179.60;156.59
Jun 24, 2025 10:00 PM;Jun 24, 2025 11:00 PM;97.41;104.34;135.68;85.03;85.03;131.91;118.97;68.61;107.02;123.28;4.75;122.39;165.03;-;154.44;189.98;148.63
Jun 24, 2025 11:00 PM;Jun 25, 2025 12:00 AM;98.02;84.35;100.37;71.49;26.29;102.48;99.19;68.53;101.96;115.56;3.24;107.85;130.94;-;144.26;144.84;142.56
Jun 25, 2025 12:00 AM;Jun 25, 2025 1:00 AM;78.85;72.44;83.04;54.59;50.00;84.50;85.60;66.04;88.80;107.25;3.68;90.41;82.97;-;123.05;123.05;127.56
Jun 25, 2025 1:00 AM;Jun 25, 2025 2:00 AM;67.63;64.95;73.75;51.16;51.15;74.31;80.20;63.86;84.28;76.04;2.70;82.17;74.81;-;124.04;103.15;114.84
Jun 25, 2025 2:00 AM;Jun 25, 2025 3:00 AM;70.02;60.93;74.98;51.02;40.69;75.51;80.20;62.33;75.22;54.53;2.46;79.94;73.34;-;119.70;108.15;106.84
Jun 25, 2025 3:00 AM;Jun 25, 2025 4:00 AM;69.07;60.87;75.11;57.11;49.79;74.94;82.90;60.00;77.52;41.03;2.04;77.06;72.05;-;119.63;99.28;104.16
Jun 25, 2025 4:00 AM;Jun 25, 2025 5:00 AM;70.01;59.75;77.57;54.15;33.09;76.39;88.00;59.22;76.81;38.90;3.14;76.11;73.82;-;119.63;114.81;113.73
Jun 25, 2025 5:00 AM;Jun 25, 2025 6:00 AM;82.77;67.69;87.87;62.96;15.47;83.45;97.00;61.50;88.09;64.99;13.38;89.29;80.55;-;124.04;118.03;116.35
Jun 25, 2025 6:00 AM;Jun 25, 2025 7:00 AM;105.72;90.52;110.91;70.01;113.04;103.14;109.10;61.70;104.12;105.97;15.72;96.26;105.72;-;123.00;112.77;108.41
Jun 25, 2025 7:00 AM;Jun 25, 2025 8:00 AM;112.36;95.33;121.40;59.49;112.33;109.54;122.60;62.82;111.89;111.96;18.92;105.71;112.01;-;124.04;111.80;111.90
Jun 25, 2025 8:00 AM;Jun 25, 2025 9:00 AM;97.87;87.58;116.27;43.21;93.55;104.74;136.00;59.88;97.99;97.80;18.63;96.90;98.44;-;125.00;99.56;98.73
Jun 25, 2025 9:00 AM;Jun 25, 2025 10:00 AM;70.02;69.07;93.10;27.64;65.16;85.23;124.30;56.62;74.12;70.85;18.12;72.60;72.08;-;123.00;74.54;72.97
Jun 25, 2025 10:00 AM;Jun 25, 2025 11:00 AM;10.07;36.88;58.00;10.00;10.05;42.63;125.00;54.99;27.00;4.44;7.80;40.07;25.74;-;115.66;27.00;25.30
Jun 25, 2025 11:00 AM;Jun 25, 2025 12:00 PM;0.07;23.59;36.62;2.05;2.12;27.98;69.55;52.45;15.93;4.26;2.00;30.74;15.77;-;112.54;15.93;14.05
Jun 25, 2025 12:00 PM;Jun 25, 2025 1:00 PM;-0.02;15.69;17.57;1.34;1.27;15.00;25.10;49.94;15.10;9.25;1.23;9.47;27.37;-;112.24;16.00;15.94
Jun 25, 2025 1:00 PM;Jun 25, 2025 2:00 PM;-0.14;9.56;5.57;0.00;0.00;5.79;4.27;34.99;11.14;5.46;0.00;11.45;26.51;-;111.15;12.74;13.90
Jun 25, 2025 2:00 PM;Jun 25, 2025 3:00 PM;-0.51;15.04;6.38;0.27;0.17;7.94;4.59;54.99;20.73;1.17;0.12;11.41;57.69;-;114.39;30.42;31.74
Jun 25, 2025 3:00 PM;Jun 25, 2025 4:00 PM;0.00;18.74;11.91;0.00;2.65;13.40;8.88;57.24;27.96;3.51;2.17;11.60;66.84;-;114.60;41.67;45.09
Jun 25, 2025 4:00 PM;Jun 25, 2025 5:00 PM;17.84;33.48;23.71;17.84;16.05;27.13;25.27;58.00;53.78;12.50;14.18;45.53;74.29;-;120.65;105.37;88.60
Jun 25, 2025 5:00 PM;Jun 25, 2025 6:00 PM;84.47;73.45;85.70;39.28;113.90;87.09;85.07;61.21;85.03;66.07;21.29;74.23;89.11;-;120.20;120.20;109.44
Jun 25, 2025 6:00 PM;Jun 25, 2025 7:00 PM;105.80;94.39;106.42;105.80;60.65;107.05;106.29;68.28;101.00;102.80;60.65;105.38;113.92;-;140.50;140.50;136.22
Jun 25, 2025 7:00 PM;Jun 25, 2025 8:00 PM;134.19;125.42;134.58;134.19;134.19;135.00;134.82;73.85;119.14;154.76;70.12;139.75;149.24;-;152.00;196.20;179.19
Jun 25, 2025 8:00 PM;Jun 25, 2025 9:00 PM;200.00;167.22;184.15;200.00;200.01;143.33;200.00;85.45;185.76;200.91;79.87;161.01;198.96;-;161.00;209.96;209.96
Jun 25, 2025 9:00 PM;Jun 25, 2025 10:00 PM;247.02;194.47;215.00;247.02;247.03;141.89;247.02;85.57;230.52;243.50;79.99;161.41;240.25;-;163.99;230.52;248.76
Jun 25, 2025 10:00 PM;Jun 25, 2025 11:00 PM;173.62;149.21;162.70;173.62;173.62;135.00;173.62;83.13;166.80;173.70;76.29;151.92;170.94;-;155.00;166.80;175.22
Jun 25, 2025 11:00 PM;Jun 26, 2025 12:00 AM;126.84;113.58;111.41;126.84;126.85;102.26;123.78;74.99;120.14;128.03;76.68;133.79;124.57;-;129.86;129.86;131.32
Jun 26, 2025 12:00 AM;Jun 26, 2025 1:00 AM;119.95;111.71;119.95;119.95;119.96;119.95;119.95;74.97;119.95;119.95;69.25;125.00;119.95;-;119.95;119.95;119.95
Jun 26, 2025 1:00 AM;Jun 26, 2025 2:00 AM;107.63;100.37;105.30;107.63;107.63;99.63;106.37;71.16;107.80;108.14;64.70;117.63;108.09;-;111.59;110.15;108.64
Jun 26, 2025 2:00 AM;Jun 26, 2025 3:00 AM;102.83;95.68;100.00;102.83;102.83;93.02;101.31;70.84;102.93;103.47;59.28;112.56;103.39;-;111.00;106.10;104.10
Jun 26, 2025 3:00 AM;Jun 26, 2025 4:00 AM;98.62;91.59;92.10;98.62;98.63;76.20;95.18;73.54;98.93;100.06;64.19;110.11;99.91;-;114.69;105.99;101.50
Jun 26, 2025 4:00 AM;Jun 26, 2025 5:00 AM;98.79;91.52;92.60;98.79;98.79;77.45;95.62;72.09;99.00;100.18;63.33;108.81;100.02;-;114.05;105.95;101.55
Jun 26, 2025 5:00 AM;Jun 26, 2025 6:00 AM;102.91;91.44;96.13;102.91;64.63;79.62;99.43;73.84;102.91;104.68;64.81;112.36;104.51;-;114.09;114.09;107.42
Jun 26, 2025 6:00 AM;Jun 26, 2025 7:00 AM;119.90;109.49;97.95;119.90;158.18;84.95;116.12;74.99;119.18;120.51;66.78;125.69;120.14;-;117.67;117.67;119.67
Jun 26, 2025 7:00 AM;Jun 26, 2025 8:00 AM;120.91;112.97;118.40;120.91;120.92;114.40;120.19;79.57;120.97;121.00;70.87;134.48;121.01;-;121.51;120.97;120.99
Jun 26, 2025 8:00 AM;Jun 26, 2025 9:00 AM;106.79;101.23;106.79;106.79;106.79;106.79;106.79;79.54;106.79;106.79;55.74;123.93;106.79;-;129.82;106.79;106.79
Jun 26, 2025 9:00 AM;Jun 26, 2025 10:00 AM;96.45;89.99;95.44;96.45;96.44;85.00;95.70;76.91;97.24;96.80;52.94;100.06;96.87;-;119.70;97.31;97.08
Jun 26, 2025 10:00 AM;Jun 26, 2025 11:00 AM;88.95;82.04;98.31;88.95;88.93;69.02;93.03;75.30;87.86;88.40;41.41;82.96;88.26;-;116.85;87.94;88.12
Jun 26, 2025 11:00 AM;Jun 26, 2025 12:00 PM;77.88;72.74;76.51;77.88;77.86;64.44;77.89;74.99;80.16;73.92;37.75;77.20;81.57;-;115.16;80.90;81.23
Jun 26, 2025 12:00 PM;Jun 26, 2025 1:00 PM;70.25;65.01;69.71;70.25;70.22;62.59;69.80;67.53;70.74;70.47;30.29;63.00;70.50;-;113.99;70.78;70.63
Jun 26, 2025 1:00 PM;Jun 26, 2025 2:00 PM;59.25;54.74;56.22;59.25;59.23;45.64;57.38;60.08;65.05;47.68;33.21;49.03;69.41;-;113.87;67.05;68.20
Jun 26, 2025 2:00 PM;Jun 26, 2025 3:00 PM;51.12;48.92;48.12;51.12;51.11;37.39;49.16;50.89;63.32;35.33;35.90;47.40;68.33;-;115.48;67.46;68.30
Jun 26, 2025 3:00 PM;Jun 26, 2025 4:00 PM;48.99;55.56;46.09;48.99;48.99;36.20;46.73;51.90;76.40;67.92;38.86;69.03;80.00;-;115.00;106.96;85.75
Jun 26, 2025 4:00 PM;Jun 26, 2025 5:00 PM;63.04;63.72;47.28;63.04;63.03;37.39;50.00;58.57;93.63;82.22;34.27;74.10;97.39;-;117.03;117.03;100.79
Jun 26, 2025 5:00 PM;Jun 26, 2025 6:00 PM;70.30;80.74;68.90;70.30;90.57;59.13;69.66;66.56;98.95;117.30;49.72;92.60;104.45;-;117.41;127.05;115.67
Jun 26, 2025 6:00 PM;Jun 26, 2025 7:00 PM;89.23;97.29;87.92;89.23;68.95;80.09;87.74;77.12;104.94;189.63;67.62;91.94;125.00;-;134.95;144.08;151.02
Jun 26, 2025 7:00 PM;Jun 26, 2025 8:00 PM;93.95;122.10;99.97;93.95;93.95;97.81;99.00;79.53;125.30;305.83;91.72;97.08;158.95;-;152.00;209.92;223.28
Jun 26, 2025 8:00 PM;Jun 26, 2025 9:00 PM;99.14;134.30;109.43;99.14;99.15;114.53;106.86;79.91;146.00;352.96;96.84;102.60;169.86;-;146.00;210.21;232.03
Jun 26, 2025 9:00 PM;Jun 26, 2025 10:00 PM;100.00;124.06;106.92;100.00;100.01;110.61;105.16;83.65;138.87;270.53;97.65;104.14;147.17;-;145.00;162.50;186.14
Jun 26, 2025 10:00 PM;Jun 26, 2025 11:00 PM;108.64;104.14;110.57;108.64;108.65;112.12;109.90;83.61;104.96;120.99;74.31;103.40;108.36;-;134.00;155.07;151.47
Jun 26, 2025 11:00 PM;Jun 27, 2025 12:00 AM;97.23;92.04;98.57;97.23;97.23;99.84;98.00;76.80;96.96;95.36;69.72;93.03;89.68;-;129.00;129.00;131.35
Jun 27, 2025 12:00 AM;Jun 27, 2025 1:00 AM;84.50;84.40;86.17;79.09;79.09;87.72;85.41;71.63;93.41;120.87;63.89;86.10;74.97;-;117.01;117.01;126.27
Jun 27, 2025 1:00 AM;Jun 27, 2025 2:00 AM;78.83;77.88;85.58;65.20;65.21;85.58;89.24;68.67;82.40;103.16;61.70;80.64;69.34;-;114.28;123.23;123.23
Jun 27, 2025 2:00 AM;Jun 27, 2025 3:00 AM;75.67;76.50;87.22;58.95;58.95;85.15;96.05;64.17;82.47;102.06;57.60;80.96;67.91;-;113.67;113.67;116.92
Jun 27, 2025 3:00 AM;Jun 27, 2025 4:00 AM;80.41;74.17;86.36;54.97;54.97;86.03;90.10;60.09;84.13;92.24;53.78;79.94;73.25;-;113.23;113.23;114.18
Jun 27, 2025 4:00 AM;Jun 27, 2025 5:00 AM;82.39;70.68;83.19;50.54;49.39;82.39;83.19;54.92;86.37;82.39;49.43;79.94;75.68;-;113.04;109.92;112.48
Jun 27, 2025 5:00 AM;Jun 27, 2025 6:00 AM;88.90;74.38;89.48;49.45;49.45;89.38;89.24;54.98;88.03;92.24;49.48;82.12;84.35;-;112.28;112.28;109.54
Jun 27, 2025 6:00 AM;Jun 27, 2025 7:00 AM;105.58;87.49;105.04;57.27;57.27;97.99;105.54;62.42;102.73;117.68;54.69;96.13;105.58;-;114.28;114.28;107.91
Jun 27, 2025 7:00 AM;Jun 27, 2025 8:00 AM;113.20;93.82;113.20;63.19;63.19;113.20;113.20;65.87;113.20;113.20;57.15;103.40;113.20;-;119.02;113.20;113.20
